"","participant","workerId","browser","beginhit","feedback","trial.number","stimulus","glyphs","moves","isTestTrial","LongOrder","ShortOrder","IsTransitive","IsComplete","Animacy"
"1.8",1,"A1ZIAVRGKNMLEH","chrome","2015-05-27 00:33:45.025088","{""Q0"":""I tried to relate the symbols to things, like the heart was the smiley looking symbol and such."",""Q1"":""No, I did not. "",""Q2"":""No I did not."",""Q3"":""I think so, but I may have gotten a couple of them confused. ""}",8,"girl-tumbling-none.mp4","S:g12 O:none V:g3","[{""src"":""g12.png"",""x"":627,""y"":27},{""src"":""g3.png"",""x"":634,""y"":81}]",1,"SV","SV",0,1,"inanimate"
"1.9",1,"A1ZIAVRGKNMLEH","chrome","2015-05-27 00:33:45.025088","{""Q0"":""I tried to relate the symbols to things, like the heart was the smiley looking symbol and such."",""Q1"":""No, I did not. "",""Q2"":""No I did not."",""Q3"":""I think so, but I may have gotten a couple of them confused. ""}",9,"girl-throwing-oldlady.mp4","S:g12 O:g5 V:g7","[{""src"":""g12.png"",""x"":650,""y"":84},{""src"":""g5.png"",""x"":653,""y"":19},{""src"":""g7.png"",""x"":703,""y"":48}]",1,"SOV","SOV",1,1,"animate"
"1.10",1,"A1ZIAVRGKNMLEH","chrome","2015-05-27 00:33:45.025088","{""Q0"":""I tried to relate the symbols to things, like the heart was the smiley looking symbol and such."",""Q1"":""No, I did not. "",""Q2"":""No I did not."",""Q3"":""I think so, but I may have gotten a couple of them confused. ""}",10,"girl-rubbing-heart.mp4","S:g12 O:g10 V:g14","[{""src"":""g10.png"",""x"":688,""y"":60},{""src"":""g14.png"",""x"":619,""y"":134},{""src"":""g12.png"",""x"":700,""y"":395},{""src"":""g12.png"",""x"":608,""y"":39}]",1,"OVSS","OVS",1,1,NA
"1.11",1,"A1ZIAVRGKNMLEH","chrome","2015-05-27 00:33:45.025088","{""Q0"":""I tried to relate the symbols to things, like the heart was the smiley looking symbol and such."",""Q1"":""No, I did not. "",""Q2"":""No I did not."",""Q3"":""I think so, but I may have gotten a couple of them confused. ""}",11,"oldlady-kissing-ball.mp4","S:g5 O:g8 V:g16","[{""src"":""g16.png"",""x"":637,""y"":48},{""src"":""g5.png"",""x"":688,""y"":84},{""src"":""g8.png"",""x"":623,""y"":107}]",1,"VSO","VSO",1,1,NA
"1.13",1,"A1ZIAVRGKNMLEH","chrome","2015-05-27 00:33:45.025088","{""Q0"":""I tried to relate the symbols to things, like the heart was the smiley looking symbol and such."",""Q1"":""No, I did not. "",""Q2"":""No I did not."",""Q3"":""I think so, but I may have gotten a couple of them confused. ""}",13,"fireman-throwing-ball.mp4","S:g2 O:g8 V:g7","[{""src"":""g2.png"",""x"":619,""y"":110},{""src"":""g8.png"",""x"":679,""y"":76},{""src"":""g7.png"",""x"":638,""y"":41}]",1,"SOV","SOV",1,1,NA
"1.15",1,"A1ZIAVRGKNMLEH","chrome","2015-05-27 00:33:45.025088","{""Q0"":""I tried to relate the symbols to things, like the heart was the smiley looking symbol and such."",""Q1"":""No, I did not. "",""Q2"":""No I did not."",""Q3"":""I think so, but I may have gotten a couple of them confused. ""}",15,"girl-elbowing-oldlady.mp4","S:g12 O:g5 V:g9","[{""src"":""g9.png"",""x"":663,""y"":72},{""src"":""g5.png"",""x"":637,""y"":101},{""src"":""g12.png"",""x"":648,""y"":0}]",1,"VOS","VOS",1,1,"animate"
"1.16",1,"A1ZIAVRGKNMLEH","chrome","2015-05-27 00:33:45.025088","{""Q0"":""I tried to relate the symbols to things, like the heart was the smiley looking symbol and such."",""Q1"":""No, I did not. "",""Q2"":""No I did not."",""Q3"":""I think so, but I may have gotten a couple of them confused. ""}",16,"oldlady-rubbing-fireman.mp4","S:g5 O:g2 V:g14","[{""src"":""g16.png"",""x"":107,""y"":503},{""src"":""g5.png"",""x"":641,""y"":126},{""src"":""g2.png"",""x"":643,""y"":50},{""src"":""g14.png"",""x"":615,""y"":95}]",1,"SOV","SOV",1,1,"animate"
"1.17",1,"A1ZIAVRGKNMLEH","chrome","2015-05-27 00:33:45.025088","{""Q0"":""I tried to relate the symbols to things, like the heart was the smiley looking symbol and such."",""Q1"":""No, I did not. "",""Q2"":""No I did not."",""Q3"":""I think so, but I may have gotten a couple of them confused. ""}",17,"girl-kissing-boy.mp4","S:g12 O:g4 V:g16","[{""src"":""g12.png"",""x"":666,""y"":69},{""src"":""g4.png"",""x"":642,""y"":96},{""src"":""g16.png"",""x"":642,""y"":24}]",1,"SOV","SOV",1,1,"animate"
"1.18",1,"A1ZIAVRGKNMLEH","chrome","2015-05-27 00:33:45.025088","{""Q0"":""I tried to relate the symbols to things, like the heart was the smiley looking symbol and such."",""Q1"":""No, I did not. "",""Q2"":""No I did not."",""Q3"":""I think so, but I may have gotten a couple of them confused. ""}",18,"oldlady-elbowing-heart.mp4","S:g5 O:g10 V:g9","[{""src"":""g10.png"",""x"":653,""y"":76},{""src"":""g9.png"",""x"":613,""y"":47},{""src"":""g5.png"",""x"":670,""y"":12}]",1,"OVS","OVS",1,1,NA
"1.20",1,"A1ZIAVRGKNMLEH","chrome","2015-05-27 00:33:45.025088","{""Q0"":""I tried to relate the symbols to things, like the heart was the smiley looking symbol and such."",""Q1"":""No, I did not. "",""Q2"":""No I did not."",""Q3"":""I think so, but I may have gotten a couple of them confused. ""}",20,"boy-lifting-girl.mp4","S:g4 O:g12 V:g15","[{""src"":""g15.png"",""x"":626,""y"":80},{""src"":""g4.png"",""x"":702,""y"":72},{""src"":""g12.png"",""x"":608,""y"":11}]",1,"VSO","VSO",1,1,"animate"
"1.21",1,"A1ZIAVRGKNMLEH","chrome","2015-05-27 00:33:45.025088","{""Q0"":""I tried to relate the symbols to things, like the heart was the smiley looking symbol and such."",""Q1"":""No, I did not. "",""Q2"":""No I did not."",""Q3"":""I think so, but I may have gotten a couple of them confused. ""}",21,"boy-kicking-ball.mp4","S:g4 O:g8 V:g11","[{""src"":""g11.png"",""x"":654,""y"":116},{""src"":""g8.png"",""x"":646,""y"":39},{""src"":""g4.png"",""x"":594,""y"":61}]",1,"VOS","VOS",1,1,NA
"1.22",1,"A1ZIAVRGKNMLEH","chrome","2015-05-27 00:33:45.025088","{""Q0"":""I tried to relate the symbols to things, like the heart was the smiley looking symbol and such."",""Q1"":""No, I did not. "",""Q2"":""No I did not."",""Q3"":""I think so, but I may have gotten a couple of them confused. ""}",22,"ball-rolling-none.mp4","S:g8 O:none V:g13","[{""src"":""g13.png"",""x"":620,""y"":74},{""src"":""g8.png"",""x"":699,""y"":84}]",1,"VS","VS",0,1,"inanimate"
"4.1",4,"A25CAT0W9W97Z8","chrome","2015-05-27 00:34:07.826448","{""Q0"":""no"",""Q1"":""no"",""Q2"":""no"",""Q3"":""yes""}",1,"PracticeImage","g16","[{""src"":""g16.png"",""x"":310,""y"":101},{""src"":""g16.png"",""x"":668,""y"":27},{""src"":""g16.png"",""x"":396,""y"":62},{""src"":""g16.png"",""x"":131,""y"":48},{""src"":""g16.png"",""x"":354,""y"":76}]",0,"GGGGG","G",0,1,NA
"4.2",4,"A25CAT0W9W97Z8","chrome","2015-05-27 00:34:07.826448","{""Q0"":""no"",""Q1"":""no"",""Q2"":""no"",""Q3"":""yes""}",2,"PracticeImage","g11","[{""src"":""g11.png"",""x"":345,""y"":54}]",0,"G","G",0,1,NA
"4.3",4,"A25CAT0W9W97Z8","chrome","2015-05-27 00:34:07.826448","{""Q0"":""no"",""Q1"":""no"",""Q2"":""no"",""Q3"":""yes""}",3,"girl-pushing-ball.mp4","S:g8 O:g4 V:g7","[{""src"":""g8.png"",""x"":368,""y"":77},{""src"":""g7.png"",""x"":464,""y"":77},{""src"":""g4.png"",""x"":557,""y"":77}]",0,"SVO","SVO",1,1,NA
"4.4",4,"A25CAT0W9W97Z8","chrome","2015-05-27 00:34:07.826448","{""Q0"":""no"",""Q1"":""no"",""Q2"":""no"",""Q3"":""yes""}",4,"car-tumbling-none.mp4","S:g16 O:none V:g5","[{""src"":""g16.png"",""x"":375,""y"":72},{""src"":""g5.png"",""x"":472,""y"":72}]",0,"SV","SV",0,1,"inanimate"
"4.5",4,"A25CAT0W9W97Z8","chrome","2015-05-27 00:34:07.826448","{""Q0"":""no"",""Q1"":""no"",""Q2"":""no"",""Q3"":""yes""}",5,"girl-rubbing-heart.mp4","S:g8 O:g12 V:g13","[{""src"":""g8.png"",""x"":378,""y"":61},{""src"":""g13.png"",""x"":471,""y"":62},{""src"":""g12.png"",""x"":567,""y"":61}]",1,"SVO","SVO",1,1,NA
"4.6",4,"A25CAT0W9W97Z8","chrome","2015-05-27 00:34:07.826448","{""Q0"":""no"",""Q1"":""no"",""Q2"":""no"",""Q3"":""yes""}",6,"girl-elbowing-oldlady.mp4","S:g8 O:g11 V:g2","[{""src"":""g8.png"",""x"":367,""y"":69},{""src"":""g2.png"",""x"":457,""y"":66},{""src"":""g11.png"",""x"":552,""y"":64}]",1,"SVO","SVO",1,1,"animate"
"4.7",4,"A25CAT0W9W97Z8","chrome","2015-05-27 00:34:07.826448","{""Q0"":""no"",""Q1"":""no"",""Q2"":""no"",""Q3"":""yes""}",7,"oldlady-rubbing-fireman.mp4","S:g11 O:g14 V:g13","[{""src"":""g11.png"",""x"":354,""y"":52},{""src"":""g13.png"",""x"":450,""y"":53},{""src"":""g14.png"",""x"":547,""y"":54}]",1,"SVO","SVO",1,1,"animate"
"4.8",4,"A25CAT0W9W97Z8","chrome","2015-05-27 00:34:07.826448","{""Q0"":""no"",""Q1"":""no"",""Q2"":""no"",""Q3"":""yes""}",8,"fireman-throwing-ball.mp4","S:g14 O:g4 V:g3","[{""src"":""g14.png"",""x"":355,""y"":56},{""src"":""g3.png"",""x"":436,""y"":55},{""src"":""g4.png"",""x"":532,""y"":55}]",1,"SVO","SVO",1,1,NA
"4.10",4,"A25CAT0W9W97Z8","chrome","2015-05-27 00:34:07.826448","{""Q0"":""no"",""Q1"":""no"",""Q2"":""no"",""Q3"":""yes""}",10,"fireman-kicking-girl.mp4","S:g14 O:g8 V:g9","[{""src"":""g14.png"",""x"":369,""y"":43},{""src"":""g9.png"",""x"":465,""y"":45},{""src"":""g8.png"",""x"":564,""y"":42},{""src"":""g8.png"",""x"":703,""y"":56},{""src"":""g9.png"",""x"":611,""y"":57},{""src"":""g14.png"",""x"":523,""y"":57}]",1,"SVOOVS","SVO",1,1,"animate"
"4.11",4,"A25CAT0W9W97Z8","chrome","2015-05-27 00:34:07.826448","{""Q0"":""no"",""Q1"":""no"",""Q2"":""no"",""Q3"":""yes""}",11,"boy-kicking-ball.mp4","S:g1 O:g4 V:g9","[{""src"":""g1.png"",""x"":571,""y"":441},{""src"":""g1.png"",""x"":345,""y"":20},{""src"":""g9.png"",""x"":438,""y"":15},{""src"":""g4.png"",""x"":535,""y"":16}]",1,"SSVO","SVO",1,1,NA
"4.13",4,"A25CAT0W9W97Z8","chrome","2015-05-27 00:34:07.826448","{""Q0"":""no"",""Q1"":""no"",""Q2"":""no"",""Q3"":""yes""}",13,"oldlady-elbowing-heart.mp4","S:g11 O:g12 V:g2","[{""src"":""g11.png"",""x"":361,""y"":57},{""src"":""g5.png"",""x"":293,""y"":501},{""src"":""g12.png"",""x"":550,""y"":55},{""src"":""g2.png"",""x"":454,""y"":56}]",1,"SOV","SOV",1,1,NA
"4.14",4,"A25CAT0W9W97Z8","chrome","2015-05-27 00:34:07.826448","{""Q0"":""no"",""Q1"":""no"",""Q2"":""no"",""Q3"":""yes""}",14,"oldlady-kissing-ball.mp4","S:g11 O:g4 V:g10","[{""src"":""g11.png"",""x"":346,""y"":42},{""src"":""g10.png"",""x"":442,""y"":42},{""src"":""g4.png"",""x"":540,""y"":42}]",1,"SVO","SVO",1,1,NA
"4.15",4,"A25CAT0W9W97Z8","chrome","2015-05-27 00:34:07.826448","{""Q0"":""no"",""Q1"":""no"",""Q2"":""no"",""Q3"":""yes""}",15,"fireman-lifting-car.mp4","S:g14 O:g16 V:g6","[{""src"":""g14.png"",""x"":352,""y"":52},{""src"":""g6.png"",""x"":446,""y"":52},{""src"":""g16.png"",""x"":539,""y"":50}]",1,"SVO","SVO",1,1,NA
"4.16",4,"A25CAT0W9W97Z8","chrome","2015-05-27 00:34:07.826448","{""Q0"":""no"",""Q1"":""no"",""Q2"":""no"",""Q3"":""yes""}",16,"ball-rolling-none.mp4","S:g4 O:none V:g15","[{""src"":""g4.png"",""x"":362,""y"":36},{""src"":""g15.png"",""x"":462,""y"":34}]",1,"SV","SV",0,1,"inanimate"
"4.17",4,"A25CAT0W9W97Z8","chrome","2015-05-27 00:34:07.826448","{""Q0"":""no"",""Q1"":""no"",""Q2"":""no"",""Q3"":""yes""}",17,"fireman-pushing-boy.mp4","S:g14 O:g1 V:g7","[{""src"":""g1.png"",""x"":559,""y"":7},{""src"":""g7.png"",""x"":465,""y"":8},{""src"":""g14.png"",""x"":375,""y"":6}]",1,"OVSS","OVS",1,1,"animate"
"4.18",4,"A25CAT0W9W97Z8","chrome","2015-05-27 00:34:07.826448","{""Q0"":""no"",""Q1"":""no"",""Q2"":""no"",""Q3"":""yes""}",18,"car-rolling-none.mp4","S:g16 O:none V:g15","[{""src"":""g16.png"",""x"":359,""y"":38},{""src"":""g15.png"",""x"":455,""y"":38}]",1,"SV","SV",0,1,"inanimate"
"4.19",4,"A25CAT0W9W97Z8","chrome","2015-05-27 00:34:07.826448","{""Q0"":""no"",""Q1"":""no"",""Q2"":""no"",""Q3"":""yes""}",19,"boy-lifting-girl.mp4","S:g1 O:g8 V:g6","[{""src"":""g11.png"",""x"":600,""y"":398},{""src"":""g1.png"",""x"":345,""y"":20},{""src"":""g6.png"",""x"":435,""y"":21},{""src"":""g8.png"",""x"":533,""y"":23}]",1,"SSVO","SVO",1,1,"animate"
"4.20",4,"A25CAT0W9W97Z8","chrome","2015-05-27 00:34:07.826448","{""Q0"":""no"",""Q1"":""no"",""Q2"":""no"",""Q3"":""yes""}",20,"girl-throwing-oldlady.mp4","S:g8 O:g11 V:g3","[{""src"":""g11.png"",""x"":582,""y"":0},{""src"":""g8.png"",""x"":353,""y"":0},{""src"":""g3.png"",""x"":504,""y"":432},{""src"":""g3.png"",""x"":467,""y"":0}]",1,"OSVV","OSV",1,1,"animate"
"4.21",4,"A25CAT0W9W97Z8","chrome","2015-05-27 00:34:07.826448","{""Q0"":""no"",""Q1"":""no"",""Q2"":""no"",""Q3"":""yes""}",21,"girl-tumbling-none.mp4","S:g8 O:none V:g5","[{""src"":""g8.png"",""x"":375,""y"":20},{""src"":""g5.png"",""x"":479,""y"":20}]",1,"SV","SV",0,1,"inanimate"
"4.22",4,"A25CAT0W9W97Z8","chrome","2015-05-27 00:34:07.826448","{""Q0"":""no"",""Q1"":""no"",""Q2"":""no"",""Q3"":""yes""}",22,"girl-pushing-car.mp4","S:g8 O:g16 V:g7","[{""src"":""g8.png"",""x"":363,""y"":44},{""src"":""g7.png"",""x"":456,""y"":45},{""src"":""g16.png"",""x"":554,""y"":44}]",1,"SVO","SVO",1,1,NA
"13.1",13,"A28KJPWD4OIG9E","chrome","2015-05-27 04:36:36.681896","{""Q0"":""I pictured the symbols as letters or actions, like the fireman symbol looked like an F. The kiss symbol looked like a beak of a bird..I know that sounds weird! But I pictured a bird kissing something."",""Q1"":""No"",""Q2"":""No"",""Q3"":""I tried to, but I think I forgot some. And then at first, I thought the boy in blue was a girl with short hair. So I might have answered that wrong!""}",1,"PracticeImage","g12","[{""src"":""g12.png"",""x"":95,""y"":46}]",0,"G","G",0,1,NA
"13.2",13,"A28KJPWD4OIG9E","chrome","2015-05-27 04:36:36.681896","{""Q0"":""I pictured the symbols as letters or actions, like the fireman symbol looked like an F. The kiss symbol looked like a beak of a bird..I know that sounds weird! But I pictured a bird kissing something."",""Q1"":""No"",""Q2"":""No"",""Q3"":""I tried to, but I think I forgot some. And then at first, I thought the boy in blue was a girl with short hair. So I might have answered that wrong!""}",2,"PracticeImage","g9","[{""src"":""g9.png"",""x"":23,""y"":81}]",0,"G","G",0,1,NA
"13.3",13,"A28KJPWD4OIG9E","chrome","2015-05-27 04:36:36.681896","{""Q0"":""I pictured the symbols as letters or actions, like the fireman symbol looked like an F. The kiss symbol looked like a beak of a bird..I know that sounds weird! But I pictured a bird kissing something."",""Q1"":""No"",""Q2"":""No"",""Q3"":""I tried to, but I think I forgot some. And then at first, I thought the boy in blue was a girl with short hair. So I might have answered that wrong!""}",3,"girl-pushing-ball.mp4","S:g6 O:g14 V:g11","[{""src"":""g10.png"",""x"":401,""y"":406},{""src"":""g11.png"",""x"":41,""y"":192},{""src"":""g14.png"",""x"":146,""y"":184},{""src"":""g14.png"",""x"":258,""y"":187},{""src"":""g11.png"",""x"":135,""y"":184},{""src"":""g6.png"",""x"":28,""y"":191}]",0,"VOOVS","VOS",1,1,NA
"13.6",13,"A28KJPWD4OIG9E","chrome","2015-05-27 04:36:36.681896","{""Q0"":""I pictured the symbols as letters or actions, like the fireman symbol looked like an F. The kiss symbol looked like a beak of a bird..I know that sounds weird! But I pictured a bird kissing something."",""Q1"":""No"",""Q2"":""No"",""Q3"":""I tried to, but I think I forgot some. And then at first, I thought the boy in blue was a girl with short hair. So I might have answered that wrong!""}",6,"fireman-throwing-ball.mp4","S:g16 O:g14 V:g3","[{""src"":""g16.png"",""x"":43,""y"":152},{""src"":""g3.png"",""x"":169,""y"":175},{""src"":""g14.png"",""x"":284,""y"":156}]",1,"SVO","SVO",1,1,NA
"13.7",13,"A28KJPWD4OIG9E","chrome","2015-05-27 04:36:36.681896","{""Q0"":""I pictured the symbols as letters or actions, like the fireman symbol looked like an F. The kiss symbol looked like a beak of a bird..I know that sounds weird! But I pictured a bird kissing something."",""Q1"":""No"",""Q2"":""No"",""Q3"":""I tried to, but I think I forgot some. And then at first, I thought the boy in blue was a girl with short hair. So I might have answered that wrong!""}",7,"fireman-lifting-car.mp4","S:g16 O:g12 V:g15","[{""src"":""g16.png"",""x"":55,""y"":170},{""src"":""g15.png"",""x"":160,""y"":182},{""src"":""g12.png"",""x"":270,""y"":185}]",1,"SVO","SVO",1,1,NA
"13.9",13,"A28KJPWD4OIG9E","chrome","2015-05-27 04:36:36.681896","{""Q0"":""I pictured the symbols as letters or actions, like the fireman symbol looked like an F. The kiss symbol looked like a beak of a bird..I know that sounds weird! But I pictured a bird kissing something."",""Q1"":""No"",""Q2"":""No"",""Q3"":""I tried to, but I think I forgot some. And then at first, I thought the boy in blue was a girl with short hair. So I might have answered that wrong!""}",9,"boy-lifting-girl.mp4","S:g2 O:g6 V:g15","[{""src"":""g2.png"",""x"":66,""y"":193},{""src"":""g15.png"",""x"":171,""y"":204},{""src"":""g6.png"",""x"":276,""y"":184},{""src"":""g15.png"",""x"":171,""y"":188}]",1,"SVOV","SVO",1,1,"animate"
"13.10",13,"A28KJPWD4OIG9E","chrome","2015-05-27 04:36:36.681896","{""Q0"":""I pictured the symbols as letters or actions, like the fireman symbol looked like an F. The kiss symbol looked like a beak of a bird..I know that sounds weird! But I pictured a bird kissing something."",""Q1"":""No"",""Q2"":""No"",""Q3"":""I tried to, but I think I forgot some. And then at first, I thought the boy in blue was a girl with short hair. So I might have answered that wrong!""}",10,"ball-rolling-none.mp4","S:g14 O:none V:g10","[{""src"":""g14.png"",""x"":81,""y"":178},{""src"":""g10.png"",""x"":189,""y"":181}]",1,"SV","SV",0,1,"inanimate"
"13.12",13,"A28KJPWD4OIG9E","chrome","2015-05-27 04:36:36.681896","{""Q0"":""I pictured the symbols as letters or actions, like the fireman symbol looked like an F. The kiss symbol looked like a beak of a bird..I know that sounds weird! But I pictured a bird kissing something."",""Q1"":""No"",""Q2"":""No"",""Q3"":""I tried to, but I think I forgot some. And then at first, I thought the boy in blue was a girl with short hair. So I might have answered that wrong!""}",12,"oldlady-elbowing-heart.mp4","S:g9 O:g7 V:g1","[{""src"":""g9.png"",""x"":57,""y"":185},{""src"":""g11.png"",""x"":212,""y"":503},{""src"":""g1.png"",""x"":173,""y"":190},{""src"":""g7.png"",""x"":280,""y"":175}]",1,"SVVO","SVO",1,1,NA
"13.13",13,"A28KJPWD4OIG9E","chrome","2015-05-27 04:36:36.681896","{""Q0"":""I pictured the symbols as letters or actions, like the fireman symbol looked like an F. The kiss symbol looked like a beak of a bird..I know that sounds weird! But I pictured a bird kissing something."",""Q1"":""No"",""Q2"":""No"",""Q3"":""I tried to, but I think I forgot some. And then at first, I thought the boy in blue was a girl with short hair. So I might have answered that wrong!""}",13,"girl-throwing-oldlady.mp4","S:g6 O:g9 V:g3","[{""src"":""g6.png"",""x"":48,""y"":189},{""src"":""g9.png"",""x"":281,""y"":192},{""src"":""g3.png"",""x"":150,""y"":175}]",1,"SOV","SOV",1,1,"animate"
"13.14",13,"A28KJPWD4OIG9E","chrome","2015-05-27 04:36:36.681896","{""Q0"":""I pictured the symbols as letters or actions, like the fireman symbol looked like an F. The kiss symbol looked like a beak of a bird..I know that sounds weird! But I pictured a bird kissing something."",""Q1"":""No"",""Q2"":""No"",""Q3"":""I tried to, but I think I forgot some. And then at first, I thought the boy in blue was a girl with short hair. So I might have answered that wrong!""}",14,"fireman-kicking-girl.mp4","S:g16 O:g6 V:g5","[{""src"":""g16.png"",""x"":61,""y"":188},{""src"":""g5.png"",""x"":169,""y"":193},{""src"":""g6.png"",""x"":277,""y"":188}]",1,"SVO","SVO",1,1,"animate"
